MonumentID,MaterialID,MonumentType,MentionsUnit,Inscription,CleanedInscriptionConservative,CleanedInscription,Translation,TranslationSource,Decorated,Pediment,PedimentDetail,Frieze,Portrait,InscriptionDetails,InscriptionBorder,LowerFieldDecoration,LowerFieldDetail,MonumentStyleType,FromLatEpig,EDCSTags
0263,0263,,,Iovi / Optimo / Maximo / Sex(tus) Quinctilius / Q(uinti) f(ilius) Seneca veter(anus) / coh(ortis) IIII pr(aetoriae) / v(otum) s(olvit) l(ibens) m(erito),Iovi Optimo Maximo Sex Quinctilius Q f Seneca veter coh IIII pr v s l m,Iovi Optimo Maximo Sextus Quinctilius Quinti filius Seneca veteranus cohortis IIII praetoriae votum solvit libens merito,,,,,,,,,,,,,,milites;  tituli sacri;  tria nomina;  viri
0264,0264,,,L(ucio) Baebio / Opiavi f(ilio) / Ser(gia) Oplo / Malavico / aedili / decurioni / IIviro / ann(orum) LX / et Seiae / Opli f(iliae) / Tertullae / uxori eius / ann(orum) LV / t(estamento) f(ieri) i(ussit),L Baebio Opiavi f Ser Oplo Malavico aedili decurioni II viro ann LX et Seiae Opli f Tertullae uxori eius ann LV t f i,Lucio Baebio Opiavi filio Sergia Oplo Malavico aedili decurioni II viro annorum LX et Seiae Opli filiae Tertullae uxori eius annorum LV testamento fieri iussit,,,,,,,,,,,,,,mulieres;  nomen singulare;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri
0265,0265,,,C(aius) Statius C(ai) f(ilius) / Serg(ia) Celsus / evoc(atus) Aug(usti) donis / donatus bis corona / aurea torquibus / phaleris armillis / ob triumphos belli / Dacici ab Imp(eratore) Caesa/re Nerva Traiano Aug(usto) / Germ(anico) Dac(ico) Parthico / Optimo |(centurio) leg(ionis) VII Geminae / in Hispania t(estamento) p(oni) i(ussit) et epulo / dedicavit,C Statius C f Serg Celsus evoc Aug donis donatus bis corona aurea torquibus phaleris armillis ob triumphos belli Dacici ab Imp Caesare Nerva Traiano Aug Germ Dac Parthico Optimo leg VII Geminae in Hispania t p i et epulo dedicavit,Caius Statius Cai filius Sergia Celsus evocatus Augusti donis donatus bis corona aurea torquibus phaleris armillis ob triumphos belli Dacici ab Imperatore Caesare Nerva Traiano Augusto Germanico Dacico Parthico Optimo centurio legionis VII Geminae in Hispania testamento poni iussit et epulo dedicavit,,,,,,,,,,,,,,milites;  tituli operum;  tria nomina;  viri
0266,0266,,,M(arcus) Fraxsanius Sex(ti) f(ilius) / Pol(lia) domo Regio Lepido / veteranus leg(ionis) XI eques / annorum XLIIII stipendiorum XXV donatus / phaleris torquibus / armillis h(ic) s(itus) e(st) / Primu(s) l(ibertus) pro meritis,M Fraxsanius Sex f Pol domo Regio Lepido veteranus leg XI eques annorum XLIIII stipendiorum XXV donatus phaleris torquibus armillis h s e Primu l pro meritis,Marcus Fraxsanius Sexti filius Pollia domo Regio Lepido veteranus legionis XI eques annorum XLIIII stipendiorum XXV donatus phaleris torquibus armillis hic situs est Primus libertus pro meritis,,,,,,,,,,,,,,liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  viri
0267,0267,,,C(aius) Appuleius Etrus/cus speculator / vet(eranus) leg(ionis) XI decurio / allectus Salonae / et C(aius) Appuleius / Etruscus f(ilius) anno/rum XIIII h(ic) s(iti) su[nt] / Cuparia Lupu[a(ria) f(ecit)],C Appuleius Etruscus speculator vet leg XI decurio allectus Salonae et C Appuleius Etruscus f annorum XIIII h s su Cuparia Lupu,Caius Appuleius Etruscus speculator veteranus legionis XI decurio allectus Salonae et Caius Appuleius Etruscus filius annorum XIIII hic siti sunt Cuparia Lupuaria fecit,,,,,,,,,,,,,,milites;  mulieres;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri
0268,0268,,,] / SC[3] / Floreni[3] / vet(eranus) leg(ionis) XI C(laudiae) P(iae) F(idelis) / testamento f[ieri] / iussit h(ic) s(itus) [e(st)] / in fronte p(edes) X[3] / in agrum(!) p(edes) [3],SC Floreni vet leg XI C P F testamento f iussit h s in fronte p X in agrum p,SC Floreni veteranus legionis XI Claudiae Piae Fidelis testamento fieri iussit hic situs est in fronte pedes X in agrum pedes,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0269,0269,,,Vercaius Me/di f(ilius) eques / ala nova C<l=I>a/udia [t(urma?) L]ici<n=I>i / domo Varcia/nus anno[r(um) 3] / st<i=U>pendior(um) XX[3] / h(ic) s(itus) e(st) posuit Max/imus Regini f(ilius),Vercaius Medi f eques ala nova CIaudia iciIi domo Varcianus anno stUpendior XX h s e posuit Maximus Regini f,Vercaius Medi filius eques ala nova Claudia turma Licini domo Varcianus annorum stipendiorum XX hic situs est posuit Maximus Regini filius,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0270,0270,,,]q[3 equ]es alae / [novae] Cla(udiae) dupli/[car(ius)] annor(um) XL / [stip(endiorum)] XXII h(ic) s(itus) est / [Ti(berius) C]laud(ius) Sabi/[nin]us decurio / [he]res pos(u)it t(testamento) f(ieri) i(ussit),q es alae Cla dupli annor XL XXII h s est laud Sabius decurio res posit t f i,q eques alae novae Claudiae duplicarius annorum XL stipendiorum XXII hic situs est Tiberius Claudius Sabininus decurio heres posuit ttestamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0271,0271,,,Hercu(li) / sacrum / [P(ublius)] Plotius |(centurio) leg(ionis) / VII C(laudiae) P(iae) F(idelis) / v(otum) s(olvit) l(ibens) m(erito),Hercu sacrum Plotius leg VII C P F v s l m,Herculi sacrum Publius Plotius centurio legionis VII Claudiae Piae Fidelis votum solvit libens merito,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sacri;  viri
0272,0272,,,[G]enio / Osiniatiu[m] / P(ublius) Rapidiu[s] / signifer / c(o)h[ortis,enio Osiniatiu P Rapidiu signifer chortis,Genio Osiniatium Publius Rapidius signifer cohortis,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sacri;  viri
0273,0273,,,Ti(berius) Claudius / Priscus / vet(eranus) alae Claud(iae) nov(ae) / t(estamento) f(ieri) i(ussit) / arbitratu Sexti Viniusi,Ti Claudius Priscus vet alae Claud nov t f i arbitratu Sexti Viniusi,Tiberius Claudius Priscus veteranus alae Claudiae novae testamento fieri iussit arbitratu Sexti Viniusi,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0274,0274,,,[3] Appinius / Pol(lia) Faven/[ti]a Quadr/atus |(centurio) vete/ranorum / leg(ionis) IIII Mac(edonicae) / an(n)o(s) na(tus) XL / bis huc pietas / ossa bene / qui[es]cant,Appinius Pol Favena Quadratus veteranorum leg IIII Mac ano na XL bis huc pietas ossa bene quicant,Appinius Pollia Faventia Quadratus centurio veteranorum legionis IIII Macedonicae annos natus XL bis huc pietas ossa bene quiescant,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0275,0275,,,T(itus) Cillius / T(iti) f(ilius) Fab(ia) / domo Lara/nda vet(eranus) / leg(ionis) XI ann(orum) LXX / stipendioru(m) / [X]XXIIX / [3]E[3],T Cillius T f Fab domo Laranda vet leg XI ann LXX stipendioru XXIIX E,Titus Cillius Titi filius Fabia domo Laranda veteranus legionis XI annorum LXX stipendiorum XXXIIX E,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0276,0276,,,P(ublius) Cornelius P(ubli) <f=P>(ilius) Epor<e=O>diensis / mil(es) leg(ionis) XI ann(orum) XXX stip(endiorum) VIII,P Cornelius P P EporOdiensis mil leg XI ann XXX stip VIII,Publius Cornelius Publi filius Eporediensis miles legionis XI annorum XXX stipendiorum VIII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0277,0277,,,C(aius) Iulius Mara / veter(anus) coh(ortis) II / Cyrrhestar(um) ann(orum) XC / dom(o) Berea t(estamento) f(ieri) i(ussit) / Magnus lib(ertus) idemque / heres posuit,C Iulius Mara veter coh II Cyrrhestar ann XC dom Berea t f i Magnus lib idem que heres posuit,Caius Iulius Mara veteranus cohortis II Cyrrhestarum annorum XC domo Berea testamento fieri iussit Magnus libertus idem que heres posuit,,,,,,,,,,,,,,liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri
0278,0278,,,[H]erculi [3] / [S]ex(tus) Aquilli[us] / Severus |(centurio) coh(ortis) V[3] / donis donatus ab [Imp(eratore) Traiano bello] / Dacico dec(urio) Salonis et Flano[nae] / l(ocus) d(atus) d(ecreto) d(ecurionum),erculi ex Aquilli Severus coh V donis donatus ab Dacico dec Salonis et Flano l d d d,Herculi Sextus Aquillius Severus centurio cohortis V donis donatus ab Imperatore Traiano bello Dacico decurio Salonis et Flanonae locus datus decreto decurionum,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo decurionum;  tituli sacri;  tria nomina;  viri
0279,0279,,,Curia Pris/ca Matri Magnae / fanum r<e=i>fecit / signa posuit laro/phorum cymbala / tympana / catillum / forfices aram dat l(ibens) a(nimo),Curia Prisca Matri Magnae fanum rifecit signa posuit larophorum cymbala tympana catillum forfices aram dat l a,Curia Prisca Matri Magnae fanum refecit signa posuit larophorum cymbala tympana catillum forfices aram dat libens animo,,,,,,,,,,,,,,mulieres;  tituli operum;  tituli sacri;  tria nomina
0280,0280,,,M(arcus) Antonius M(arci) f(ilius) / Ser(gia) Surus vet(eranus) / leg(ionis) IIII F(laviae) F(elicis) t(estamento) f(ieri) i(ussit) sibi et / Pasiae Primae / uxori et / lib(ertis) lib(ertabusque) et / Hermeti / in f(ronte) p(edes) XII in ag(ro) p(edes) XIX / h(oc) m(onumentum) h(eredem) n(on) s(equetur),M Antonius M f Ser Surus vet leg IIII F F t f i sibi et Pasiae Primae uxori et lib lib et Hermeti in f p XII in ag p XIX h m h n s,Marcus Antonius Marci filius Sergia Surus veteranus legionis IIII Flaviae Felicis testamento fieri iussit sibi et Pasiae Primae uxori et libertis libertabus que et Hermeti in fronte pedes XII in agro pedes XIX hoc monumentum heredem non sequetur,,,,,,,,,,,,,,milites;  mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri
0281,0281,,,M(arcus) Bl(a)esius Ter/tullus m(iles) leg(ionis) / XI C(laudiae) P(iae) F(idelis) Papiriae / Pyrallidi bene meren(ti) / (h)ospit(a)e su(a)e annorum XXV / de suo fecit,M Blesius Tertullus m leg XI C P F Papiriae Pyrallidi bene meren ospite sue annorum XXV de suo fecit,Marcus Blaesius Tertullus miles legionis XI Claudiae Piae Fidelis Papiriae Pyrallidi bene merenti hospitae suae annorum XXV de suo fecit,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0282,0282,,,L(ucius) Caesius L(uci) f(ilius) / Cam(ilia) Bassus / domo Pisauri / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) LIII stip(endiorum) XXXIII / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) h(eres) p(osuit) / in f(ronte) p(edes) VI in a(gro) p(edes) X,L Caesius L f Cam Bassus domo Pisauri vet leg VII C P F an LIII stip XXXIII h s e t f i h p in f p VI in a p X,Lucius Caesius Luci filius Camilia Bassus domo Pisauri veteranus legionis VII Claudiae Piae Fidelis annorum LIII stipendiorum XXXIII hic situs est testamento fieri iussit heres posuit in fronte pedes VI in agro pedes X,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0283,0283,,,Cloutius Clutami f(ilius) / duplicarius alae / Pannonior(um) Susarru(s) / domo Curunniace / an(norum) XXXV stipend(iorum) XI[3] / [h(ic)] s(itus) est pos(u)it Ca[,Cloutius Clutami f duplicarius alae Pannonior Susarru domo Curunniace an XXXV stipend XI s est posit Ca,Cloutius Clutami filius duplicarius alae Pannoniorum Susarrus domo Curunniace annorum XXXV stipendiorum XI hic situs est posuit Ca,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0284,0284,,,L(ucius) Corneli/us L(uci) <f=E>(ilius) Mae(cia) / Pelagonia ve<t=R>(eranus) / leg(ionis) XI / ann(orum) XLV stip(endiorum) XXV / h(ic) s(itus) <e=F>(st) fili(i) p(osuerunt),L Cornelius L E Mae Pelagonia veR leg XI ann XLV stip XXV h s F fili p,Lucius Cornelius Luci filius Maecia Pelagonia veteranus legionis XI annorum XLV stipendiorum XXV hic situs est filii posuerunt,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0285,0285,,,[3 Cor]nelio C(ai) f(ilio) Tro(mentina) N[3] / [praef(ecto) fab]r(um) bis trib(uno) mil(itum) bis leg(ionis) [3] / [corona] aurea et hasta pura a [Ti(berio) Caesare] / [di]vi Augusti f(ilio) Augusto d[onato],nelio C f Tro N r bis trib mil bis leg aurea et hasta pura a vi Augusti f Augusto d,Cornelio Cai filio Tromentina N praefecto fabrum bis tribuno militum bis legionis corona aurea et hasta pura a Tiberio Caesare divi Augusti filio Augusto donato,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo equester;  tituli honorarii;  tituli sacri;  tria nomina;  viri
0286,0286,,,C(aius) Curiatius T(iti) f(ilius) Serg(ia) / Secundus dom(o) Augusta / Troade vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / scrib[a] Salonis annor(um) LXV h(ic) s(itus) e(st) / [in fr(onte) p(edes) 3 in agr(o)] p(edes) XX,C Curiatius T f Serg Secundus dom Augusta Troade vet leg VII C P F scrib Salonis annor LXV h s e p XX,Caius Curiatius Titi filius Sergia Secundus domo Augusta Troade veteranus legionis VII Claudiae Piae Fidelis scriba Salonis annorum LXV hic situs est in fronte pedes in agro pedes XX,,,,,,,,,,,,,,milites;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri
0287,0287,,,M(arcus) Eupunius Vic/tor Aequitinae / Tertiae coniugi et / L(ucio) Mario Fortunato / fratri / mil(iti) leg(ionis) IIII F(laviae) F(elicis) / h(ic) s(iti) s(unt),M Eupunius Victor Aequitinae Tertiae coniugi et L Mario Fortunato fratri mil leg IIII F F h s s,Marcus Eupunius Victor Aequitinae Tertiae coniugi et Lucio Mario Fortunato fratri militi legionis IIII Flaviae Felicis hic siti sunt,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0288,0288,,,L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII <C=P>(laudiae) <P=C>(iae) F(idelis) / v(ivus) f(ecit) sibi et Claudiae <T=L>i(beri) / Claudi A<l=I>ypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur),L Fabius L f Saturninus vet leg VII P C F v f sibi et Claudiae Li Claudi AIypi l Caesaris libertae Euche h s s loc don C Titius Restitutus amicus h m h n s,Lucius Fabius Luci filius Saturninus veteranus legionis VII Claudiae Piae Fidelis vivus fecit sibi et Claudiae Tiberi Claudi Alypi liberti Caesaris libertae Euche hic siti sunt locum donavit Caius Titius Restitutus amicus hoc monumentum heredem non sequetur,,,,,,,,,,,,,,Augusti/Augustae;  liberti/libertae;  milites;  mulieres;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0289,0289,,,D(is) M(anibus) / Fideli Sa/turionis / mil(itis) coh(ortis) I Fl(aviae) / Brittonum / stip(endiorum) XVIII,D M Fideli Saturionis mil coh I Fl Brittonum stip XVIII,Dis Manibus Fideli Saturionis militis cohortis I Flaviae Brittonum stipendiorum XVIII,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0290,0290,,,T(ito) Flavio / T(iti) f(ilio) Tro(mentina) / Agricolae / decur(ioni) col(oniae) Sal(onitanae) / aedili IIvir(o) iure / dic(undo) dec(urioni) col(oniae) Aequi/tatis IIvir(o) q(uin)q(uennali) disp(unctori) / municipi(i) Riditar(um) / praef(ecto) et patron(o) coll(egii) / fabr(um) ob merita eius coll(egium) / fabr(um) ex aere conlato / curatori rei pub(licae) Splonis/{s}tarum trib(uno) leg(ionis) X G(eminae) P(iae) F(idelis),T Flavio T f Tro Agricolae decur col Sal aedili II vir iure dic dec col Aequitatis II vir qq disp municipi Riditar praef et patron coll fabr ob merita eius coll fabr ex aere conlato curatori rei pub Splonisstarum trib leg X G P F,Tito Flavio Titi filio Tromentina Agricolae decurioni coloniae Salonitanae aedili II viro iure dicundo decurioni coloniae Aequitatis II viro quinquennali dispunctori municipii Riditarum praefecto et patrono collegii fabrum ob merita eius collegium fabrum ex aere conlato curatori rei publicae Splonistarum tribuno legionis X Geminae Piae Fidelis,,,,,,,,,,,,,,milites;  officium/professio;  ordo decurionum;  ordo equester;  tituli honorarii;  tria nomina;  viri
0291,0291,,,L(ucio) Praec[i]l[i]o L(uci) f(ilio) Clementi / Iuliano / pontif(ici) quinquennal(i) desig(nato) / flamini patrono coloniae / primipilari leg(ionis) V Macedonicae / praefecto castrorum / leg(ionis) eiusdem veterani qui / militaver(unt) sub P(ublio) Me<mm=NT>i{n}o Re/gulo legato August{al}i et mis/si sunt Q(uinto) <F=E>u{te}tio Lusio Saturni/no M(arco) Seio Verano co(n)s(ulibus) curam geren/tibus Ti(berio) Claudio Celso Ti(beri) Aug(usti) [l(iberto?)] / Combio M(arco) Tauritio Marcellino / l(ocus) d(atus) p(ublice),L Praeclo L f Clementi Iuliano pontif quinquennal desig flamini patrono coloniae primipilari leg V Macedonicae praefecto castrorum leg eiusdem veterani qui militaver sub P Meino Regulo legato Augustali et missi sunt Q Eutetio Lusio Saturnino M Seio Verano cos curam gerentibus Ti Claudio Celso Ti Aug Combio M Tauritio Marcellino l d p,Lucio Praecilio Luci filio Clementi Iuliano pontifici quinquennali designato flamini patrono coloniae primipilari legionis V Macedonicae praefecto castrorum legionis eiusdem veterani qui militaverunt sub Publio MemmTio Regulo legato Augusti et missi sunt Quinto Futio Lusio Saturnino Marco Seio Verano consulibus curam gerentibus Tiberio Claudio Celso Tiberi Augusti liberto Combio Marco Tauritio Marcellino locus datus publice,,,,,,,,,,,,,,liberti/libertae;  milites;  ordo decurionum;  ordo equester;  ordo senatorius;  sacerdotes pagani;  tituli honorarii;  tria nomina;  viri
0292,0292,,,D(is) M(anibus) / T(ito) Fl(avio) Pompo/niano |(centurioni) / leg(ionis) II Tr(aianae) Fort(is) |(centurioni) leg(ionis) I[III] / Fl(aviae) |(centurioni) leg(ionis) XII Fulmin[a]/tae |(centurioni) leg(ionis) XVI Flaviae / |(centurioni) leg(ionis) XIIII Geminae M(artiae) / |(centurioni) leg(ionis) II Tr<a=O>(ianae) / Fort(is) / heredes,D M T Fl Pomponiano leg II Tr Fort leg I Fl leg XII Fulmintae leg XVI Flaviae leg XIIII Geminae M leg II TrO Fort heredes,Dis Manibus Tito Flavio Pomponiano centurioni legionis II Traianae Fortis centurioni legionis IIII Flaviae centurioni legionis XII Fulminatae centurioni legionis XVI Flaviae centurioni legionis XIIII Geminae Martiae centurioni legionis II Traianae Fortis heredes,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0293,0293,,,T(itus) Fuficius C(ai) f(ilius) Pol(lia) vet(eranus) leg(ionis) XX / T(itus) Fuficius T(iti) l(ibertus) Privatus / Fuficia |(mulieris) l(iberta) Prisca Fuficia T(iti) l(iberta) Prima,T Fuficius C f Pol vet leg XX T Fuficius T l Privatus Fuficia l Prisca Fuficia T l Prima,Titus Fuficius Cai filius Pollia veteranus legionis XX Titus Fuficius Titi libertus Privatus Fuficia mulieris liberta Prisca Fuficia Titi liberta Prima,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  praenomen et nomen;  tria nomina;  viri
0294,0294,,,C(aius) Fulvius / C(ai) f(ilius) Vol(tinia) Phil(ippis) / miles leg(ionis) XI / annor(um) XXX / stipend(iorum) X,C Fulvius C f Vol Phil miles leg XI annor XXX stipend X,Caius Fulvius Cai filius Voltinia Philippis miles legionis XI annorum XXX stipendiorum X,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0295,0295,,,Q(uinto) Hortensio / Q(uinti) f(ilio) vet(erano) leg(ionis) / VII h(ic) s(itus) e(st) / Hortensia / Q(uinti) f(ilia) Quarta et / L(ucius) Corellius I[u]c/undus patri posuere,Q Hortensio Q f vet leg VII h s e Hortensia Q f Quarta et L Corellius Icundus patri posuere,Quinto Hortensio Quinti filio veterano legionis VII hic situs est Hortensia Quinti filia Quarta et Lucius Corellius Iucundus patri posuere,,,,,,,,,,,,,,milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0296,0296,,,Diop(h)antus Ale/xandri f(ilius) / d(e) liburna Mur/ena vixit an(n)o/s XXXVIII militavi/t an(n)os XVI / h(ic) s(itus),Diopantus Alexandri f d liburna Murena vixit anos XXXVIII militavit anos XVI h s,Diophantus Alexandri filius de liburna Murena vixit annos XXXVIII militavit annos XVI hic situs,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0297,0297,,,M(arcus) Iul(ius) M(arci) f(ilius) Vol(tinia) / Paternus / Aquis Sextiis / mil(es) leg(ionis) VI Victric(is) / |(centurio) leg(ionis) VIII Aug(ustae) |(centurio) leg(ionis) XIIII / G(eminae) M(artiae) V(ictricis) |(centurio) leg(ionis) XI C(laudiae) P(iae) F(idelis) / t(estamento) f(ieri) i(ussit) ex HS X(milibus) / Iulia T(iti) f(ilia) Maxima uxor / et M(arcus) Iul(ius) M(arci) l(ibertus) Docimus h(eredes) f(aciendum) c(uraverunt),M Iul M f Vol Paternus Aquis Sextiis mil leg VI Victric leg VIII Aug leg XIIII G M V leg XI C P F t f i ex HS X Iulia T f Maxima uxor et M Iul M l Docimus h f c,Marcus Iulius Marci filius Voltinia Paternus Aquis Sextiis miles legionis VI Victricis centurio legionis VIII Augustae centurio legionis XIIII Geminae Martiae Victricis centurio legionis XI Claudiae Piae Fidelis testamento fieri iussit ex HS Xmilibus Iulia Titi filia Maxima uxor et Marcus Iulius Marci libertus Docimus heredes faciendum curaverunt,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  tria nomina;  viri
0298,0298,,,Quartus Iu(v)entius T(iti) f(ilius) / missicius leg(ionis) XI / ann(orum) XXXV / h(ic) s(itus) e(st),Quartus Iuentius T f missicius leg XI ann XXXV h s e,Quartus Iuventius Titi filius missicius legionis XI annorum XXXV hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0299,0299,,,T(ito) Laelio T(iti) f(ilio) / Severo |(centurioni) leg(ionis) III Cyr(enaicae),T Laelio T f Severo leg III Cyr,Tito Laelio Titi filio Severo centurioni legionis III Cyrenaicae,,,,,,,,,,,,,,milites;  tituli honorarii;  tria nomina;  viri
0300,0300,,,C(aius) Lucretius / signif(er) leg(ionis) VII / C(laudiae) P(iae) F(idelis) dom(o) Verona / an(norum) XLV stip(endiorum) XXVI / de suo peculio f(aciendum) i(ussit) sibi / et Primo suo curam / egerunt frater et / Chrestus lib(ertus) / in fr(onte) p(edes) X in agr(o) p(edes) XX,C Lucretius signif leg VII C P F dom Verona an XLV stip XXVI de suo peculio f i sibi et Primo suo curam egerunt frater et Chrestus lib in fr p X in agr p XX,Caius Lucretius signifer legionis VII Claudiae Piae Fidelis domo Verona annorum XLV stipendiorum XXVI de suo peculio faciendum iussit sibi et Primo suo curam egerunt frater et Chrestus libertus in fronte pedes X in agro pedes XX,,,,,,,,,,,,,,liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri
0301,0301,,,C(aius) Lucretius / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / domo Verona v(ivus) f(ecit) / sibi et Provinciali f(ilio) et / Firmillae et Tyche lib(ertabus) / suisque omnibus / in fr(onte) p(edes) X in agr(o) p(edes) XX,C Lucretius vet leg VII C P F domo Verona v f sibi et Provinciali f et Firmillae et Tyche lib suis que omnibus in fr p X in agr p XX,Caius Lucretius veteranus legionis VII Claudiae Piae Fidelis domo Verona vivus fecit sibi et Provinciali filio et Firmillae et Tyche libertabus suis que omnibus in fronte pedes X in agro pedes XX,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri
0302,0302,,,T(itus) Sabinius T(iti) f(ilius) / Fab(ia) domo / Sebaste vete(ranus) / leg(ionis) VII ann(orum) LVI / sti(pendiorum) XXXII / h(ic) s(itus) e(st),T Sabinius T f Fab domo Sebaste vete leg VII ann LVI sti XXXII h s e,Titus Sabinius Titi filius Fabia domo Sebaste veteranus legionis VII annorum LVI stipendiorum XXXII hic situs est,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0303,0303,,,Q(uinto) Servilio / M(arci) f(ilio) Palat(ina) / Pacuviano aedili / praef(ecto) cohort(is) I / Morinorum / M(arcus) Servilius Copien/sis Pacuvianus / pater fecit et sibi,Q Servilio M f Palat Pacuviano aedili praef cohort I Morinorum M Servilius Copiensis Pacuvianus pater fecit et sibi,Quinto Servilio Marci filio Palatina Pacuviano aedili praefecto cohortis I Morinorum Marcus Servilius Copiensis Pacuvianus pater fecit et sibi,,,,,,,,,,,,,,milites;  ordo decurionum;  ordo equester;  tituli sepulcrales;  tria nomina;  viri
0304,0304,,,D(is) M(anibus) / L(ucio) Sextilio Rufo vet(erano) ex classe / praetoria Misenat(i)um et Pa/piriae Helpidi parentibus et / Sextiliae Valeriae Sextilia / Rufina viva fecit,D M L Sextilio Rufo vet ex classe praetoria Misenatum et Papiriae Helpidi parentibus et Sextiliae Valeriae Sextilia Rufina viva fecit,Dis Manibus Lucio Sextilio Rufo veterano ex classe praetoria Misenatium et Papiriae Helpidi parentibus et Sextiliae Valeriae Sextilia Rufina viva fecit,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0305,0305,,,Tarcho / Tarbun/nis f(ilio) mil(iti) / coh(ortis) Aqu(itanorum) / ann(orum) XLV / stip(endiorum) XXV / dom(o) Camui / Tarpolie / [,Tarcho Tarbunnis f mil coh Aqu ann XLV stip XXV dom Camui Tarpolie,Tarcho Tarbunnis filio militi cohortis Aquitanorum annorum XLV stipendiorum XXV domo Camui Tarpolie,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0306,0306,,,L(ucius) Tettennius / T(iti) f(ilius) S<t=I>e(llatina) Pansa / vet(eranus) leg(ionis) XI C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st),L Tettennius T f SIe Pansa vet leg XI C P F h s e,Lucius Tettennius Titi filius Stellatina Pansa veteranus legionis XI Claudiae Piae Fidelis hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0307,0307,,,T(iti) Titiseni / Convicto/riani dec(urionis) col(oniae) Salon(itanae) sacerd(otis) / T(itus) Titisenus / Valentinus / |(centurio) leg(ionis) filius,T Titiseni Convictoriani dec col Salon sacerd T Titisenus Valentinus leg filius,Titi Titiseni Convictoriani decurionis coloniae Salonitanae sacerdotis Titus Titisenus Valentinus centurio legionis filius,,,,,,,,,,,,,,milites;  ordo decurionum;  sacerdotes pagani;  tituli sepulcrales;  tria nomina;  viri
0308,0308,,,C(aio) Valerio [3] / vet(erano) leg(ionis) XI P[3] / Valerius I[3] / patrono [,C Valerio vet leg XI P Valerius I patrono,Caio Valerio veterano legionis XI P Valerius I patrono,,,,,,,,,,,,,,liberti/libertae;  milites;  tituli sepulcrales;  viri
